subject,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage,ensemble_name
1,0.55,0.6888888888888889,0.6976744186046512,0.9555555555555556,LDA_only
1,0.6,0.6888888888888889,0.6976744186046512,0.9555555555555556,LDA_only
1,0.65,0.6888888888888889,0.7073170731707317,0.9111111111111111,LDA_only
1,0.7,0.6888888888888889,0.7368421052631579,0.8444444444444444,LDA_only
1,0.75,0.6888888888888889,0.7878787878787878,0.7333333333333333,LDA_only
1,0.8,0.6888888888888889,0.7741935483870968,0.6888888888888889,LDA_only
1,0.85,0.6888888888888889,0.7666666666666667,0.6666666666666666,LDA_only
1,0.9,0.6888888888888889,0.75,0.6222222222222222,LDA_only
1,0.95,0.6888888888888889,0.8695652173913043,0.5111111111111111,LDA_only
1,1.0,0.6888888888888889,,0.0,LDA_only
2,0.55,0.8444444444444444,0.8409090909090909,0.9777777777777777,LDA_only
2,0.6,0.8444444444444444,0.8292682926829268,0.9111111111111111,LDA_only
2,0.65,0.8444444444444444,0.8461538461538461,0.8666666666666667,LDA_only
2,0.7,0.8444444444444444,0.868421052631579,0.8444444444444444,LDA_only
2,0.75,0.8444444444444444,0.8787878787878788,0.7333333333333333,LDA_only
2,0.8,0.8444444444444444,0.875,0.7111111111111111,LDA_only
2,0.85,0.8444444444444444,0.9310344827586207,0.6444444444444445,LDA_only
2,0.9,0.8444444444444444,0.96,0.5555555555555556,LDA_only
2,0.95,0.8444444444444444,0.96,0.5555555555555556,LDA_only
2,1.0,0.8444444444444444,,0.0,LDA_only
3,0.55,0.4444444444444444,0.4444444444444444,1.0,LDA_only
3,0.6,0.4444444444444444,0.4186046511627907,0.9555555555555556,LDA_only
3,0.65,0.4444444444444444,0.45,0.8888888888888888,LDA_only
3,0.7,0.4444444444444444,0.47368421052631576,0.8444444444444444,LDA_only
3,0.75,0.4444444444444444,0.45714285714285713,0.7777777777777778,LDA_only
3,0.8,0.4444444444444444,0.4838709677419355,0.6888888888888889,LDA_only
3,0.85,0.4444444444444444,0.5172413793103449,0.6444444444444445,LDA_only
3,0.9,0.4444444444444444,0.48,0.5555555555555556,LDA_only
3,0.95,0.4444444444444444,0.45454545454545453,0.4888888888888889,LDA_only
3,1.0,0.4444444444444444,,0.0,LDA_only
4,0.55,0.6222222222222222,0.6222222222222222,1.0,LDA_only
4,0.6,0.6222222222222222,0.6136363636363636,0.9777777777777777,LDA_only
