subject,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage,ensemble_name
1,0.55,0.7111111111111111,0.7045454545454546,0.9777777777777777,LDA_SVM_equal
1,0.6,0.7111111111111111,0.7073170731707317,0.9111111111111111,LDA_SVM_equal
1,0.65,0.7111111111111111,0.75,0.8,LDA_SVM_equal
1,0.7,0.7111111111111111,0.78125,0.7111111111111111,LDA_SVM_equal
1,0.75,0.7111111111111111,0.8076923076923077,0.5777777777777777,LDA_SVM_equal
1,0.8,0.7111111111111111,0.8636363636363636,0.4888888888888889,LDA_SVM_equal
1,0.85,0.7111111111111111,0.9,0.4444444444444444,LDA_SVM_equal
1,0.9,0.7111111111111111,0.9090909090909091,0.24444444444444444,LDA_SVM_equal
1,0.95,0.7111111111111111,1.0,0.044444444444444446,LDA_SVM_equal
1,1.0,0.7111111111111111,,0.0,LDA_SVM_equal
2,0.55,0.8222222222222222,0.8780487804878049,0.9111111111111111,LDA_SVM_equal
2,0.6,0.8222222222222222,0.8947368421052632,0.8444444444444444,LDA_SVM_equal
2,0.65,0.8222222222222222,0.9411764705882353,0.7555555555555555,LDA_SVM_equal
2,0.7,0.8222222222222222,0.9354838709677419,0.6888888888888889,LDA_SVM_equal
2,0.75,0.8222222222222222,0.9629629629629629,0.6,LDA_SVM_equal
2,0.8,0.8222222222222222,0.9523809523809523,0.4666666666666667,LDA_SVM_equal
2,0.85,0.8222222222222222,0.9523809523809523,0.4666666666666667,LDA_SVM_equal
2,0.9,0.8222222222222222,1.0,0.26666666666666666,LDA_SVM_equal
2,0.95,0.8222222222222222,1.0,0.06666666666666667,LDA_SVM_equal
2,1.0,0.8222222222222222,,0.0,LDA_SVM_equal
3,0.55,0.4666666666666667,0.48717948717948717,0.8666666666666667,LDA_SVM_equal
3,0.6,0.4666666666666667,0.4722222222222222,0.8,LDA_SVM_equal
3,0.65,0.4666666666666667,0.4411764705882353,0.7555555555555555,LDA_SVM_equal
3,0.7,0.4666666666666667,0.4666666666666667,0.6666666666666666,LDA_SVM_equal
3,0.75,0.4666666666666667,0.5,0.5333333333333333,LDA_SVM_equal
3,0.8,0.4666666666666667,0.5238095238095238,0.4666666666666667,LDA_SVM_equal
3,0.85,0.4666666666666667,0.5294117647058824,0.37777777777777777,LDA_SVM_equal
3,0.9,0.4666666666666667,0.5454545454545454,0.24444444444444444,LDA_SVM_equal
3,0.95,0.4666666666666667,1.0,0.06666666666666667,LDA_SVM_equal
3,1.0,0.4666666666666667,,0.0,LDA_SVM_equal
4,0.55,0.6222222222222222,0.6511627906976745,0.9555555555555556,LDA_SVM_equal
4,0.6,0.6222222222222222,0.625,0.8888888888888888,LDA_SVM_equal
4,0.65,0.6222222222222222,0.6388888888888888,0.8,LDA_SVM_equal
4,0.7,0.6222222222222222,0.6333333333333333,0.6666666666666666,LDA_SVM_equal
4,0.75,0.6222222222222222,0.6521739130434783,0.5111111111111111,LDA_SVM_equal
4,0.8,0.6222222222222222,0.6666666666666666,0.3333333333333333,LDA_SVM_equal
4,0.85,0.6222222222222222,0.7272727272727273,0.24444444444444444,LDA_SVM_equal
4,0.9,0.6222222222222222,0.5714285714285714,0.15555555555555556,LDA_SVM_equal
4,0.95,0.6222222222222222,,0.0,LDA_SVM_equal
4,1.0,0.6222222222222222,,0.0,LDA_SVM_equal
5,0.55,0.4,0.38636363636363635,0.9777777777777777,LDA_SVM_equal
5,0.6,0.4,0.375,0.8888888888888888,LDA_SVM_equal
5,0.65,0.4,0.38461538461538464,0.8666666666666667,LDA_SVM_equal
5,0.7,0.4,0.3783783783783784,0.8222222222222222,LDA_SVM_equal
5,0.75,0.4,0.3888888888888889,0.8,LDA_SVM_equal
5,0.8,0.4,0.41379310344827586,0.6444444444444445,LDA_SVM_equal
5,0.85,0.4,0.4090909090909091,0.4888888888888889,LDA_SVM_equal
5,0.9,0.4,0.3125,0.35555555555555557,LDA_SVM_equal
5,0.95,0.4,0.4,0.1111111111111111,LDA_SVM_equal
5,1.0,0.4,,0.0,LDA_SVM_equal
6,0.55,0.4666666666666667,0.4883720930232558,0.9555555555555556,LDA_SVM_equal
6,0.6,0.4666666666666667,0.46153846153846156,0.8666666666666667,LDA_SVM_equal
6,0.65,0.4666666666666667,0.5,0.7555555555555555,LDA_SVM_equal
6,0.7,0.4666666666666667,0.5,0.5777777777777777,LDA_SVM_equal
6,0.75,0.4666666666666667,0.55,0.4444444444444444,LDA_SVM_equal
6,0.8,0.4666666666666667,0.5333333333333333,0.3333333333333333,LDA_SVM_equal
6,0.85,0.4666666666666667,0.375,0.17777777777777778,LDA_SVM_equal
6,0.9,0.4666666666666667,0.6666666666666666,0.06666666666666667,LDA_SVM_equal
6,0.95,0.4666666666666667,,0.0,LDA_SVM_equal
6,1.0,0.4666666666666667,,0.0,LDA_SVM_equal
7,0.55,0.9777777777777777,0.9772727272727273,0.9777777777777777,LDA_SVM_equal
7,0.6,0.9777777777777777,0.9772727272727273,0.9777777777777777,LDA_SVM_equal
7,0.65,0.9777777777777777,0.9767441860465116,0.9555555555555556,LDA_SVM_equal
7,0.7,0.9777777777777777,0.9761904761904762,0.9333333333333333,LDA_SVM_equal
7,0.75,0.9777777777777777,0.975609756097561,0.9111111111111111,LDA_SVM_equal
7,0.8,0.9777777777777777,0.975609756097561,0.9111111111111111,LDA_SVM_equal
7,0.85,0.9777777777777777,0.9743589743589743,0.8666666666666667,LDA_SVM_equal
7,0.9,0.9777777777777777,1.0,0.6222222222222222,LDA_SVM_equal
7,0.95,0.9777777777777777,1.0,0.26666666666666666,LDA_SVM_equal
7,1.0,0.9777777777777777,,0.0,LDA_SVM_equal
8,0.55,0.5111111111111111,0.5121951219512195,0.9111111111111111,LDA_SVM_equal
8,0.6,0.5111111111111111,0.5,0.8888888888888888,LDA_SVM_equal
8,0.65,0.5111111111111111,0.4594594594594595,0.8222222222222222,LDA_SVM_equal
8,0.7,0.5111111111111111,0.45714285714285713,0.7777777777777778,LDA_SVM_equal
8,0.75,0.5111111111111111,0.4838709677419355,0.6888888888888889,LDA_SVM_equal
8,0.8,0.5111111111111111,0.5,0.6222222222222222,LDA_SVM_equal
8,0.85,0.5111111111111111,0.5238095238095238,0.4666666666666667,LDA_SVM_equal
8,0.9,0.5111111111111111,0.4444444444444444,0.2,LDA_SVM_equal
8,0.95,0.5111111111111111,0.0,0.044444444444444446,LDA_SVM_equal
8,1.0,0.5111111111111111,,0.0,LDA_SVM_equal
9,0.55,0.5111111111111111,0.5526315789473685,0.8444444444444444,LDA_SVM_equal
9,0.6,0.5111111111111111,0.5757575757575758,0.7333333333333333,LDA_SVM_equal
